Item_ID,รายการสินค้า,จำนวน,มูลค่าต่อหน่วย,มูลค่ารวม
2053,ยางลบ,331,3315.49,1097426.55
2054,สมุดโน้ต,2671,3073.13,8208334.05
2055,ดินสอ,2910,124.82,363214.99
2056,ยางลบ,2938,2211.82,6498320.02
2057,003 / เครื่องฟอกอากาศ,3658,3688.61,13492924.81
2058,ดินสอ,3385,59.99,203066.45
2059,สมุดโน้ต,706,1843.78,1301708.84
2060,003 / เครื่องฟอกอากาศ,2361,3256.46,7688490.27
2061,สมุดโน้ต,3133,1468.87,4601966.27
2062,ยางลบ,3756,3777.5,14188282.22
2063,สมุดโน้ต,3582,1486.28,5323840.03
2064,ยางลบ,1148,993.04,1140014.31
2065,ยางลบ,1414,3637.72,5143742.76
2066,003 / เครื่องฟอกอากาศ,1394,3736.33,5208448.42
2067,ดินสอ,2655,206.85,549194.39
2068,ดินสอ,207,3502.37,724990.07
2069,ปากกาลูกลื่น,180,140.3,25254.78
2070,ดินสอ,827,224.88,185979.7
2071,003 / เครื่องฟอกอากาศ,1269,4731.9,6004782.91
2072,003 / เครื่องฟอกอากาศ,1464,1585.97,2321865.14
2073,003 / เครื่องฟอกอากาศ,922,3626.65,3343773.95
2074,003 / เครื่องฟอกอากาศ,4962,102.28,507516.53
2075,ปากกาลูกลื่น,1256,3993.46,5015785.18
2076,003 / เครื่องฟอกอากาศ,2809,890.2,2500563.88
2077,ยางลบ,4250,3563.78,15146052.77
2078,003 / เครื่องฟอกอากาศ,2050,3143.45,6444072.13
2079,003 / เครื่องฟอกอากาศ,2417,3229.67,7806107.11
2080,ยางลบ,1188,922.51,1095938.39
2081,สมุดโน้ต,1079,4766.05,5142568.76
2082,ปากกาลูกลื่น,2216,427.89,948197.57
2083,ยางลบ,178,3922.51,698205.97
2084,ปากกาลูกลื่น,720,4557.01,3281045.38
2085,003 / เครื่องฟอกอากาศ,2757,457.31,1260810.37
2086,ปากกาลูกลื่น,2158,4687.73,10116128.23
2087,สมุดโน้ต,2453,513.93,1260660.2
2088,ปากกาลูกลื่น,2180,4355.58,9495160.75
2089,ยางลบ,3722,1434.13,5337820.26
2090,003 / เครื่องฟอกอากาศ,1217,1571.16,1912101.61
2091,ดินสอ,3376,4552.98,15370875.6
2092,003 / เครื่องฟอกอากาศ,866,709.34,614288.61
2093,ยางลบ,4704,4064.99,19121704.86
2094,ปากกาลูกลื่น,2782,1172.71,3262492.26
2095,สมุดโน้ต,3439,2731.77,9394546.33
2096,ดินสอ,3205,1334.61,4277429.87
2097,003 / เครื่องฟอกอากาศ,1512,1508.87,2281405.16
2098,สมุดโน้ต,2391,1618.56,3869983.24
2099,ดินสอ,1437,631.76,907842.22
2100,ยางลบ,1014,4089.02,4146261.33
2101,ปากกาลูกลื่น,1796,513.82,922827.02
2102,ปากกาลูกลื่น,497,1208.44,600594.98
2103,สมุดโน้ต,4183,4147.12,17347417.75
2104,ดินสอ,3880,3034.26,11772923.79
2105,003 / เครื่องฟอกอากาศ,304,579.4,176138.27
2106,ดินสอ,3496,972.64,3400343.43
2107,ดินสอ,4344,1568.72,6814517.91
2108,ปากกาลูกลื่น,1165,4492.32,5233555.67
2109,003 / เครื่องฟอกอากาศ,3335,1623.59,5414683.12
2110,ดินสอ,4246,2268.87,9633606.06
2111,003 / เครื่องฟอกอากาศ,750,828.57,621425.79
2112,003 / เครื่องฟอกอากาศ,1343,604.8,812243.65
2113,003 / เครื่องฟอกอากาศ,1580,2049.0,3237420.94
2114,ปากกาลูกลื่น,4614,4042.73,18653159.41
2115,ยางลบ,1605,4417.41,7089936.21
2116,สมุดโน้ต,4574,4975.87,22759647.14
2117,ดินสอ,4822,4789.24,23093692.69
2118,003 / เครื่องฟอกอากาศ,4636,2323.97,10773933.8
2119,ดินสอ,1559,3179.51,4956850.76
2120,ดินสอ,120,182.52,21902.17
2121,ดินสอ,3284,2617.35,8595371.56
2122,สมุดโน้ต,2483,430.58,1069133.02
2123,ยางลบ,2270,2548.06,5784090.89
2124,ยางลบ,1565,1766.4,2764412.66
2125,สมุดโน้ต,1907,3234.43,6168057.23
2126,ปากกาลูกลื่น,2667,1032.97,2754922.7
2127,ยางลบ,4518,1950.26,8811280.77
2128,003 / เครื่องฟอกอากาศ,1325,619.78,821203.53
2129,สมุดโน้ต,2569,3812.38,9794001.16
2130,ปากกาลูกลื่น,2773,85.53,237169.14
2131,ดินสอ,2801,4581.8,12833632.91
2132,สมุดโน้ต,2486,3923.94,9754914.94
2133,สมุดโน้ต,4991,2637.77,13165128.46
2134,ปากกาลูกลื่น,2223,3671.24,8161162.16
2135,003 / เครื่องฟอกอากาศ,3734,4635.5,17308954.33
2136,ยางลบ,3398,2399.88,8154809.02
2137,ดินสอ,3728,2571.82,9587762.85
2138,003 / เครื่องฟอกอากาศ,1800,3266.56,5879813.9
2139,สมุดโน้ต,676,3137.91,2121226.14
2140,ปากกาลูกลื่น,136,3129.32,425587.99
2141,สมุดโน้ต,1182,1189.69,1406214.82
2142,003 / เครื่องฟอกอากาศ,3540,284.14,1005870.85
2143,ดินสอ,4390,938.69,4120840.77
2144,ยางลบ,807,698.52,563702.93
2145,สมุดโน้ต,4749,2305.01,10946490.12
2146,003 / เครื่องฟอกอากาศ,1037,3398.15,3523884.5
2147,ปากกาลูกลื่น,3187,746.42,2378827.16
2148,ดินสอ,895,617.01,552221.05
2149,ปากกาลูกลื่น,1280,2958.89,3787377.27
2150,ดินสอ,3877,2331.55,9039426.73
2151,ดินสอ,4368,1167.26,5098595.12
2152,ดินสอ,689,4440.7,3059640.1
2153,สมุดโน้ต,990,4032.74,3992409.01
2154,ดินสอ,920,959.63,882861.14
2155,ปากกาลูกลื่น,2177,4533.78,9870045.36
2156,ดินสอ,4896,2075.31,10160723.36
2157,ปากกาลูกลื่น,4054,1374.47,5572118.94
2158,สมุดโน้ต,4232,2309.12,9772199.87
2159,ยางลบ,3719,323.07,1201488.2
2160,ดินสอ,555,2315.21,1284942.32
2161,ยางลบ,1801,3193.12,5750803.18
2162,ปากกาลูกลื่น,2444,734.99,1796313.97
2163,ปากกาลูกลื่น,3152,3078.69,9704035.55
2164,สมุดโน้ต,692,81.71,56546.5
2165,ปากกาลูกลื่น,18,4285.94,77146.97
2166,ยางลบ,4183,4408.98,18442757.43
2167,ยางลบ,4830,3063.63,14797320.41
2168,003 / เครื่องฟอกอากาศ,4545,236.11,1073110.7
2169,สมุดโน้ต,3840,389.24,1494681.21
2170,สมุดโน้ต,2726,4038.31,11008434.16
2171,สมุดโน้ต,965,3361.1,3243466.16
2172,ดินสอ,52,4517.27,234897.82
2173,ยางลบ,4838,4369.03,21137382.0
2174,ยางลบ,2735,1503.37,4111723.11
2175,ดินสอ,4611,4401.81,20296744.31
2176,ยางลบ,3858,1513.62,5839538.47
2177,003 / เครื่องฟอกอากาศ,382,4426.89,1691073.64
2178,ปากกาลูกลื่น,2004,966.23,1936318.92
2179,ดินสอ,2962,3043.11,9013690.5
2180,ดินสอ,1649,1992.69,3285953.14
2181,ปากกาลูกลื่น,2315,4879.01,11294913.17
2182,ยางลบ,4342,3760.16,16326608.37
2183,003 / เครื่องฟอกอากาศ,642,4437.34,2848771.26
2184,003 / เครื่องฟอกอากาศ,827,2620.57,2167212.74
2185,003 / เครื่องฟอกอากาศ,4798,582.23,2793524.31
2186,ยางลบ,4322,3019.67,13051011.56
2187,ปากกาลูกลื่น,3837,1310.86,5029769.81
2188,สมุดโน้ต,2707,3568.39,9659628.36
2189,003 / เครื่องฟอกอากาศ,3393,4206.2,14271638.32
2190,ปากกาลูกลื่น,2590,1569.47,4064940.01
2191,สมุดโน้ต,36,1248.33,44939.87
2192,ยางลบ,2119,928.22,1966895.42
2193,ดินสอ,2041,1865.64,3807766.2
2194,003 / เครื่องฟอกอากาศ,3134,2884.92,9041331.65
2195,ยางลบ,1706,744.09,1269423.33
2196,ยางลบ,2027,2712.11,5497447.72
2197,ดินสอ,1319,3808.33,5023191.88
2198,ยางลบ,4659,211.17,983839.01
2199,ยางลบ,85,1966.44,167147.79
2200,สมุดโน้ต,1982,4061.27,8049440.72
2201,ดินสอ,1992,2401.91,4784603.51
2202,ปากกาลูกลื่น,2814,1920.07,5403075.77
2203,ปากกาลูกลื่น,144,3231.32,465310.25
2204,ปากกาลูกลื่น,3591,175.27,629402.04
2205,003 / เครื่องฟอกอากาศ,4511,2511.61,11329886.87
2206,สมุดโน้ต,3265,644.95,2105761.44
2207,ยางลบ,38,208.06,7906.29
2208,ดินสอ,1712,3024.93,5178686.06
2209,สมุดโน้ต,567,4925.77,2792910.99
2210,ปากกาลูกลื่น,3661,1628.62,5962362.47
2211,003 / เครื่องฟอกอากาศ,4702,3048.39,14333544.58
2212,ดินสอ,4946,2330.34,11525882.07
2213,003 / เครื่องฟอกอากาศ,1438,2039.48,2932778.44
2214,003 / เครื่องฟอกอากาศ,2092,585.6,1225069.53
2215,ดินสอ,2031,2161.28,4389552.58
2216,ดินสอ,4158,4852.78,20177864.45
2217,ดินสอ,3710,4447.05,16498554.67
2218,ยางลบ,2925,25.27,73924.2
2219,ดินสอ,2027,2188.46,4436016.11
2220,ดินสอ,1912,3626.95,6934723.49
2221,003 / เครื่องฟอกอากาศ,3030,253.93,769394.86
2222,003 / เครื่องฟอกอากาศ,4064,3399.02,13813637.08
2223,ปากกาลูกลื่น,1031,2071.48,2135700.35
2224,ปากกาลูกลื่น,1383,4241.79,5866397.16
2225,ยางลบ,4664,4252.99,19835954.88
2226,สมุดโน้ต,513,4556.1,2337278.55
2227,ยางลบ,3396,2197.33,7462128.89
2228,ยางลบ,3379,4134.17,13969367.09
2229,สมุดโน้ต,3401,4117.18,14002513.41
2230,ดินสอ,1140,4019.69,4582445.24
2231,สมุดโน้ต,2602,3430.94,8927301.93
2232,ดินสอ,3947,3888.38,15347427.16
2233,ยางลบ,2435,3242.8,7896225.59
2234,ดินสอ,2257,1279.69,2888270.88
2235,สมุดโน้ต,3501,4145.37,14512939.07
2236,003 / เครื่องฟอกอากาศ,1934,4916.5,9508510.42
2237,สมุดโน้ต,402,2332.91,937830.52
2238,สมุดโน้ต,3870,982.96,3804073.67
2239,สมุดโน้ต,4380,4169.32,18261620.13
2240,ดินสอ,1951,253.31,494212.23
2241,ปากกาลูกลื่น,4735,4068.48,19264256.9
2242,ยางลบ,2611,2666.03,6960993.65
2243,สมุดโน้ต,2569,2358.41,6058748.62
2244,ดินสอ,4083,2702.32,11033578.5
2245,ปากกาลูกลื่น,2426,4171.04,10118953.02
2246,ยางลบ,3056,4790.12,14638620.99
2247,003 / เครื่องฟอกอากาศ,2250,3826.34,8609262.97
2248,ยางลบ,3818,1134.27,4330627.06
2249,สมุดโน้ต,1667,3318.1,5531279.29
2250,ปากกาลูกลื่น,2210,3261.55,7208017.41
2251,ดินสอ,1603,686.48,1100424.72
2252,003 / เครื่องฟอกอากาศ,3998,4162.12,16640138.63
2253,ดินสอ,3607,441.46,1592353.89
2254,ดินสอ,2329,3796.01,8840901.19
2255,ปากกาลูกลื่น,4626,4303.99,19910238.24
2256,ดินสอ,3,4075.61,12226.82
2257,ดินสอ,471,2831.37,1333573.54
2258,สมุดโน้ต,12,3790.23,45482.72
2259,ยางลบ,4488,2517.12,11296835.31
2260,สมุดโน้ต,2642,1043.71,2757470.77
2261,สมุดโน้ต,3543,2330.8,8258033.26
2262,ดินสอ,2580,4412.21,11383513.94
2263,ยางลบ,810,3405.27,2758269.66
2264,ดินสอ,521,637.85,332321.68
2265,ยางลบ,564,1702.65,960293.07
2266,ปากกาลูกลื่น,4244,2561.21,10869794.05
2267,ดินสอ,4881,2915.95,14232728.99
2268,003 / เครื่องฟอกอากาศ,2081,1503.4,3128581.61
2269,ยางลบ,2687,407.97,1096202.65
2270,ยางลบ,241,902.26,217445.64
2271,ปากกาลูกลื่น,4762,1985.54,9455151.45
2272,ปากกาลูกลื่น,2281,4540.23,10356269.66
2273,003 / เครื่องฟอกอากาศ,1403,1652.53,2318499.56
2274,สมุดโน้ต,3512,93.03,326730.65
2275,003 / เครื่องฟอกอากาศ,4829,3161.74,15268024.82
2276,ปากกาลูกลื่น,2151,4953.91,10655852.85
2277,สมุดโน้ต,1986,1513.75,3006312.96
2278,ยางลบ,4195,1294.19,5429135.21
2279,003 / เครื่องฟอกอากาศ,4684,590.94,2767941.81
2280,003 / เครื่องฟอกอากาศ,4507,1127.52,5081750.1
2281,ปากกาลูกลื่น,3928,2284.75,8974484.07
2282,ปากกาลูกลื่น,1180,1706.24,2013357.96
2283,ปากกาลูกลื่น,2919,475.46,1387873.81
2284,ปากกาลูกลื่น,2930,2808.77,8229697.18
2285,003 / เครื่องฟอกอากาศ,2915,4597.07,13400455.76
2286,ดินสอ,3807,2173.29,8273728.52
2287,ยางลบ,4795,2301.57,11036032.37
2288,003 / เครื่องฟอกอากาศ,2847,241.26,686862.52
2289,ยางลบ,236,4912.96,1159459.24
2290,ดินสอ,1283,687.47,882025.82
2291,ยางลบ,342,1538.95,526322.06
2292,ยางลบ,1629,697.28,1135872.2
2293,ยางลบ,816,2046.99,1670344.74
2294,003 / เครื่องฟอกอากาศ,1744,4221.8,7362824.19
2295,ยางลบ,351,2551.94,895729.21
2296,ปากกาลูกลื่น,2359,1236.98,2918037.45
2297,003 / เครื่องฟอกอากาศ,4723,687.35,3246333.87
2298,ดินสอ,1419,4719.92,6697559.6
2299,ปากกาลูกลื่น,1082,2739.87,2964535.84
2300,ปากกาลูกลื่น,2477,282.62,700058.12
2301,สมุดโน้ต,2753,750.96,2067392.33
2302,ปากกาลูกลื่น,3904,2692.36,10510954.54
2303,003 / เครื่องฟอกอากาศ,4909,205.32,1007935.54
2304,003 / เครื่องฟอกอากาศ,2185,3540.87,7736796.04
2305,สมุดโน้ต,522,4276.05,2232096.8
2306,ดินสอ,3086,1156.03,3567523.24
2307,ปากกาลูกลื่น,276,1440.16,397484.13
2308,003 / เครื่องฟอกอากาศ,4186,2674.7,11196314.24
2309,ยางลบ,841,1563.8,1315159.06
2310,ยางลบ,2096,3523.59,7385446.77
2311,สมุดโน้ต,398,444.0,176710.74
2312,003 / เครื่องฟอกอากาศ,3908,4268.37,16680805.08
2313,ดินสอ,3244,713.69,2315218.99
2314,ดินสอ,777,1966.88,1528268.91
2315,ปากกาลูกลื่น,1669,442.53,738586.41
2316,ปากกาลูกลื่น,4112,4615.95,18980775.07
2317,ดินสอ,1449,2044.51,2962489.86
2318,003 / เครื่องฟอกอากาศ,1843,2190.64,4037340.77
2319,สมุดโน้ต,2966,2985.9,8856191.16
2320,สมุดโน้ต,1479,474.98,702489.19
2321,ยางลบ,3106,132.04,410120.93
2322,ปากกาลูกลื่น,4923,3357.43,16528627.85
2323,ดินสอ,1403,3750.27,5261623.93
2324,สมุดโน้ต,1689,4925.03,8318377.67
2325,ดินสอ,449,3687.89,1655861.95
2326,ปากกาลูกลื่น,1762,1143.75,2015286.65
2327,สมุดโน้ต,2403,3362.44,8079943.31
2328,สมุดโน้ต,4975,271.0,1348215.32
2329,ดินสอ,962,3740.13,3598008.6
2330,ปากกาลูกลื่น,1087,3709.29,4032002.6
2331,ยางลบ,4889,1819.47,8895392.96
2332,003 / เครื่องฟอกอากาศ,3619,4728.23,17111456.17
2333,ดินสอ,3059,1982.5,6064476.84
2334,ปากกาลูกลื่น,70,1399.0,97930.23
2335,ดินสอ,3825,3165.63,12108536.07
2336,ปากกาลูกลื่น,1840,470.19,865146.93
2337,สมุดโน้ต,4679,4183.54,19574806.74
2338,ดินสอ,3682,2248.25,8278042.62
2339,003 / เครื่องฟอกอากาศ,1346,1509.6,2031927.26
2340,ยางลบ,4639,2089.67,9693972.51
2341,สมุดโน้ต,4102,210.22,862334.7
2342,003 / เครื่องฟอกอากาศ,96,4833.13,463980.93
2343,ดินสอ,1019,4228.88,4309232.7
2344,ยางลบ,4171,4045.21,16872585.91
2345,003 / เครื่องฟอกอากาศ,4360,1176.23,5128358.09
2346,ยางลบ,4722,3283.68,15505559.33
2347,สมุดโน้ต,1539,3991.37,6142720.13
2348,003 / เครื่องฟอกอากาศ,1775,1336.36,2372045.65
2349,ปากกาลูกลื่น,4169,4763.82,19860377.78
2350,ยางลบ,2457,88.59,217653.71
2351,003 / เครื่องฟอกอากาศ,723,1083.91,783668.82
2352,003 / เครื่องฟอกอากาศ,567,4749.54,2692987.02
2353,ยางลบ,3801,169.84,645550.51
2354,สมุดโน้ต,2936,4371.87,12835811.98
2355,สมุดโน้ต,1912,1745.71,3337798.1
2356,สมุดโน้ต,963,1904.38,1833920.36
2357,ปากกาลูกลื่น,4780,4196.16,20057621.72
2358,สมุดโน้ต,4893,823.98,4031723.36
2359,003 / เครื่องฟอกอากาศ,363,4049.16,1469843.34
2360,003 / เครื่องฟอกอากาศ,832,2443.9,2033325.46
2361,ยางลบ,106,2342.57,248312.8
2362,ดินสอ,3667,2627.51,9635081.77
2363,ปากกาลูกลื่น,2877,2509.22,7219011.95
2364,ดินสอ,714,1866.16,1332440.05
2365,สมุดโน้ต,1166,1688.88,1969236.94
2366,003 / เครื่องฟอกอากาศ,2727,4861.6,13257593.59
2367,ดินสอ,852,226.02,192566.77
2368,ยางลบ,2390,1504.25,3595149.02
2369,ยางลบ,4275,3644.22,15579030.82
2370,ปากกาลูกลื่น,1830,4717.44,8632917.08
2371,ปากกาลูกลื่น,2060,1265.9,2607758.36
2372,ยางลบ,1003,1114.15,1117488.82
2373,ดินสอ,697,1756.54,1224307.92
2374,ดินสอ,753,3406.15,2564831.59
2375,ปากกาลูกลื่น,2097,1431.13,3001088.82
2376,ดินสอ,4072,1942.3,7909037.5
2377,ยางลบ,2815,4696.5,13220646.42
2378,ดินสอ,4051,267.05,1081831.61
2379,สมุดโน้ต,3821,3208.95,12261383.75
2380,003 / เครื่องฟอกอากาศ,925,681.17,630083.36
2381,ปากกาลูกลื่น,86,861.66,74102.76
2382,003 / เครื่องฟอกอากาศ,1693,3258.69,5516954.88
2383,ยางลบ,4015,2268.69,9108776.97
2384,ดินสอ,662,1389.68,919965.27
2385,ปากกาลูกลื่น,2096,2736.6,5735914.61
2386,สมุดโน้ต,3825,2495.79,9546398.96
2387,003 / เครื่องฟอกอากาศ,340,2657.58,903577.08
2388,ดินสอ,4192,4533.99,19006471.37
2389,003 / เครื่องฟอกอากาศ,939,2859.17,2684758.63
2390,ปากกาลูกลื่น,3829,4345.03,16637121.96
2391,ยางลบ,3141,3849.22,12090406.2
2392,ดินสอ,3975,4567.3,18155001.28
2393,สมุดโน้ต,3909,4906.02,19177646.15
2394,ดินสอ,3830,2555.18,9786353.04
2395,ปากกาลูกลื่น,3308,1235.18,4085983.34
2396,003 / เครื่องฟอกอากาศ,4551,1632.63,7430081.36
2397,สมุดโน้ต,2010,4513.31,9071754.21
2398,ยางลบ,3763,2284.28,8595761.2
2399,003 / เครื่องฟอกอากาศ,1748,3571.82,6243538.58
2400,003 / เครื่องฟอกอากาศ,3119,3801.12,11855700.73
2401,ยางลบ,4712,3196.46,15061731.03
2402,ปากกาลูกลื่น,1770,83.36,147538.38
2403,สมุดโน้ต,777,2190.57,1702069.49
2404,ยางลบ,147,1269.61,186632.32
2405,ปากกาลูกลื่น,4939,3618.23,17870458.94
2406,003 / เครื่องฟอกอากาศ,3865,1616.33,6247119.5
2407,ปากกาลูกลื่น,2938,3172.59,9321073.36
2408,ดินสอ,3362,4653.21,15644099.1
2409,ยางลบ,299,4701.66,1405797.25
2410,003 / เครื่องฟอกอากาศ,3793,2895.72,10983479.98
2411,สมุดโน้ต,156,937.84,146302.5
2412,003 / เครื่องฟอกอากาศ,4135,2856.86,11813101.22
2413,ปากกาลูกลื่น,1160,965.08,1119493.01
2414,003 / เครื่องฟอกอากาศ,1366,3369.32,4602485.25
2415,ยางลบ,1340,3305.76,4429721.16
2416,ยางลบ,4567,3029.87,13837405.75
2417,003 / เครื่องฟอกอากาศ,3947,4928.76,19453823.28
2418,สมุดโน้ต,4470,4217.05,18850234.24
2419,ปากกาลูกลื่น,4490,1674.2,7517169.23
2420,ดินสอ,2587,624.77,1616281.21
2421,ยางลบ,1430,772.29,1104370.48
2422,003 / เครื่องฟอกอากาศ,290,3434.93,996130.36
2423,003 / เครื่องฟอกอากาศ,2717,1932.25,5249923.54
2424,ยางลบ,2388,222.67,531741.82
2425,003 / เครื่องฟอกอากาศ,4350,2688.66,11695681.29
2426,ยางลบ,1237,3676.34,4547632.63
2427,สมุดโน้ต,3373,3785.44,12768294.49
2428,003 / เครื่องฟอกอากาศ,1506,1660.01,2499971.41
2429,สมุดโน้ต,3962,4029.91,15966508.76
2430,สมุดโน้ต,3066,1945.44,5964712.1
2431,ยางลบ,3959,3149.21,12467716.89
2432,003 / เครื่องฟอกอากาศ,4563,3575.57,16315332.28
2433,003 / เครื่องฟอกอากาศ,2696,1886.85,5086949.14
2434,สมุดโน้ต,24,4726.17,113428.18
2435,ดินสอ,1831,4336.86,7940787.12
2436,003 / เครื่องฟอกอากาศ,1342,4099.18,5501102.25
2437,ดินสอ,3069,4041.35,12402902.82
2438,003 / เครื่องฟอกอากาศ,239,2801.36,669525.31
2439,ยางลบ,3412,1361.66,4645987.64
2440,สมุดโน้ต,1483,4627.92,6863210.64
2441,สมุดโน้ต,1267,4057.25,5140535.16
2442,ยางลบ,4787,1346.85,6447391.49
2443,ยางลบ,2939,1761.86,5178107.11
2444,สมุดโน้ต,506,2555.3,1292980.54
2445,สมุดโน้ต,4556,3700.39,16858989.3
2446,สมุดโน้ต,2193,4952.89,10861684.57
2447,ยางลบ,4530,3957.3,17926581.75
2448,003 / เครื่องฟอกอากาศ,2988,1624.49,4853973.06
2449,ปากกาลูกลื่น,4797,2702.07,12961832.72
2450,003 / เครื่องฟอกอากาศ,2490,1620.85,4035919.24
2451,003 / เครื่องฟอกอากาศ,575,1210.69,696146.27
2452,สมุดโน้ต,2019,3923.94,7922443.77
2453,ยางลบ,358,90.26,32313.86
2454,ดินสอ,1673,1085.35,1815793.75
2455,ปากกาลูกลื่น,2643,23.91,63185.12
2456,ดินสอ,1383,4509.33,6236402.8
2457,ดินสอ,1514,872.71,1321290.12
2458,ปากกาลูกลื่น,3680,2036.17,7493114.64
2459,ยางลบ,2723,1619.7,4410440.87
2460,สมุดโน้ต,1706,247.73,422626.97
2461,สมุดโน้ต,2900,3779.13,10959477.52
2462,003 / เครื่องฟอกอากาศ,317,306.14,97045.29
2463,003 / เครื่องฟอกอากาศ,610,3506.5,2138963.17
2464,ยางลบ,677,409.57,277280.79
2465,สมุดโน้ต,810,2322.83,1881496.03
2466,ดินสอ,2446,1767.7,4323787.2
2467,ยางลบ,4911,3457.15,16978059.07
2468,ยางลบ,2241,2149.33,4816655.55
2469,ดินสอ,2684,1061.93,2850220.73
2470,ปากกาลูกลื่น,1003,4329.83,4342815.5
2471,ยางลบ,1863,1304.76,2430771.2
2472,003 / เครื่องฟอกอากาศ,4297,1404.71,6036040.95
2473,ปากกาลูกลื่น,3622,930.31,3369583.72
2474,003 / เครื่องฟอกอากาศ,1540,516.36,795196.38
2475,ปากกาลูกลื่น,3254,1699.73,5530913.08
2476,003 / เครื่องฟอกอากาศ,4597,4085.09,18779147.29
2477,สมุดโน้ต,1216,655.65,797272.45
2478,ดินสอ,408,1035.07,422308.55
2479,ดินสอ,1182,2679.53,3167205.7
2480,ดินสอ,4974,241.0,1198739.99
2481,สมุดโน้ต,3172,2680.67,8503079.41
2482,ยางลบ,3777,4049.21,15293879.3
2483,ยางลบ,502,464.2,233028.02
2484,ปากกาลูกลื่น,2444,1205.43,2946068.6
2485,ยางลบ,1162,1830.12,2126602.84
2486,ปากกาลูกลื่น,4118,69.74,287170.21
2487,ยางลบ,2871,3678.26,10560294.76
2488,003 / เครื่องฟอกอากาศ,831,1022.8,849950.51
2489,ดินสอ,816,83.52,68149.12
2490,ยางลบ,886,3739.79,3313452.85
2491,003 / เครื่องฟอกอากาศ,4079,2228.81,9091319.16
2492,003 / เครื่องฟอกอากาศ,1356,4499.49,6101313.35
2493,ดินสอ,3995,1668.1,6664071.29
2494,ดินสอ,773,444.17,343342.0
2495,ยางลบ,1358,1275.77,1732491.48
2496,ดินสอ,4124,252.15,1039871.84
2497,ดินสอ,3504,3459.99,12123793.08
2498,ปากกาลูกลื่น,4522,1961.01,8867698.08
2499,ดินสอ,1603,3687.71,5911407.1
2500,สมุดโน้ต,4334,1461.82,6335534.01
2501,ปากกาลูกลื่น,2931,2561.74,7508458.02
2502,003 / เครื่องฟอกอากาศ,2574,676.26,1740695.91
2503,ดินสอ,4028,3965.3,15972228.44
2504,สมุดโน้ต,2898,2005.91,5813138.47
2505,003 / เครื่องฟอกอากาศ,583,4834.66,2818606.25
2506,ปากกาลูกลื่น,3160,2533.37,8005443.63
2507,003 / เครื่องฟอกอากาศ,2747,3072.7,8440711.17
2508,ยางลบ,678,2650.52,1797053.1
2509,ปากกาลูกลื่น,956,179.09,171212.26
2510,003 / เครื่องฟอกอากาศ,660,4405.42,2907580.13
2511,ยางลบ,1891,1585.52,2998210.97
2512,ดินสอ,4912,250.98,1232815.96
2513,003 / เครื่องฟอกอากาศ,380,1579.03,600032.97
2514,สมุดโน้ต,1866,1037.62,1936201.74
2515,003 / เครื่องฟอกอากาศ,784,123.29,96662.57
2516,ยางลบ,3087,4617.22,14253356.14
2517,ยางลบ,3381,2395.97,8100784.1
2518,สมุดโน้ต,262,738.5,193488.11
2519,ดินสอ,965,2490.8,2403625.56
2520,003 / เครื่องฟอกอากาศ,2261,3415.91,7723376.41
2521,สมุดโน้ต,1887,4859.83,9170497.12
2522,สมุดโน้ต,313,2931.73,917630.4
2523,ดินสอ,1075,831.2,893539.19
2524,003 / เครื่องฟอกอากาศ,3640,3107.3,11310561.15
2525,ดินสอ,485,2341.21,1135487.01
2526,ยางลบ,2194,2222.56,4876292.25
2527,003 / เครื่องฟอกอากาศ,782,4650.6,3636772.0
2528,ดินสอ,965,1785.08,1722598.75
2529,สมุดโน้ต,1680,3886.08,6528613.82
2530,สมุดโน้ต,3361,579.76,1948557.83
2531,ดินสอ,616,4565.97,2812639.57
2532,ยางลบ,2641,4367.69,11535077.22
2533,สมุดโน้ต,3819,4383.66,16741214.52
2534,ปากกาลูกลื่น,2822,3417.26,9643505.22
2535,ยางลบ,2580,254.99,657882.14
2536,003 / เครื่องฟอกอากาศ,2772,2862.21,7934045.79
2537,ดินสอ,3074,333.94,1026543.59
2538,ยางลบ,2372,4379.84,10388980.2
2539,ยางลบ,3439,495.03,1702411.14
2540,003 / เครื่องฟอกอากาศ,1636,1882.92,3080458.25
2541,ดินสอ,4539,599.05,2719087.54
2542,ยางลบ,1844,1565.14,2886113.86
2543,ปากกาลูกลื่น,2303,104.98,241760.02
2544,สมุดโน้ต,3442,4853.86,16706997.59
2545,ปากกาลูกลื่น,4035,4060.62,16384608.86
2546,003 / เครื่องฟอกอากาศ,841,3611.72,3037458.71
2547,ดินสอ,3350,544.55,1824250.62
2548,ยางลบ,3694,2879.73,10637722.99
2549,ปากกาลูกลื่น,2404,395.5,950782.84
2550,ยางลบ,1738,308.95,536948.27
2551,003 / เครื่องฟอกอากาศ,2145,3335.02,7153626.56
2552,สมุดโน้ต,1637,3430.28,5615371.23
2553,ยางลบ,648,1955.98,1267476.91
2554,ยางลบ,4148,2374.1,9847760.5
2555,ดินสอ,3416,4500.06,15372200.22
2556,ดินสอ,4867,1391.17,6770803.78
2557,003 / เครื่องฟอกอากาศ,175,3030.09,530266.2
2558,003 / เครื่องฟอกอากาศ,1827,4819.18,8804637.71
2559,ดินสอ,1259,402.99,507363.95
2560,สมุดโน้ต,4240,4634.04,19648326.04
2561,ดินสอ,4317,2057.07,8880365.26
2562,สมุดโน้ต,1717,3933.45,6753731.82
