documentDate,Date,documentNo,billTName,dueDate,product,productQuantity,totalPrice,Price per unit,productCost,Cost per unit,grossProfit,unit,lotNo
2026-03-09,2026-03-09,DO-0005/3951,ลูกค้าสัญญา,2026-03-29,สมุดโน้ต,512,2528311.11,4938.11,2200709.46,4298.26,12.96,G : กรัม,
2026-03-10,2026-03-10,DO-0008/9341,ลูกค้าเงินสด,2026-06-26,ยางลบ,499,2364712.02,4738.9,1734830.4,3476.61,26.64,G : กรัม,
2026-03-11,2026-03-11,DO-0011/4965,ลูกค้าต่างประเทศ,2026-05-10,ดินสอ,475,2356001.2,4960.0,1707836.07,3595.44,27.51,UNIT : ขวด,
2026-03-12,2026-03-12,DO-0007/4433,ลูกค้าสัญญา,2026-11-17,ยางลบ,576,263883.71,458.13,170147.33,295.39,35.52,PKG : แพ็ค,
2026-03-13,2026-03-13,DO-0009/0616,ลูกค้าต่างประเทศ,2027-01-03,ยางลบ,709,1675133.0,2362.67,1090021.82,1537.41,34.93,G : กรัม,
2026-03-14,2026-03-14,DO-0006/7047,ลูกค้าเงินสด,2026-10-12,ดินสอ,567,838787.05,1479.34,734393.17,1295.23,12.45,UNIT : ขวด,
2026-03-15,2026-03-15,DO-0012/5093,ลูกค้าเงินสด,2027-02-08,ยางลบ,236,1123673.95,4761.33,873527.92,3701.39,22.26,G : กรัม,
2026-03-16,2026-03-16,DO-0001/9472,ลูกค้าสัญญา,2026-07-12,ดินสอ,841,2721517.51,3236.05,1997193.64,2374.78,26.61,PKG : แพ็ค,
2026-03-17,2026-03-17,DO-0004/2656,ลูกค้าสัญญา,2027-01-15,ยางลบ,568,2035313.62,3583.3,1467623.86,2583.84,27.89,UNIT : ขวด,
2026-03-18,2026-03-18,DO-0012/1905,ลูกค้าสัญญา,2026-12-22,สมุดโน้ต,57,265991.39,4666.52,189488.29,3324.36,28.76,G : กรัม,
2026-03-19,2026-03-19,DO-0009/8429,ลูกค้าสัญญา,2026-10-09,ยางลบ,475,2333756.88,4913.17,1435394.09,3021.88,38.49,PKG : แพ็ค,
2026-03-20,2026-03-20,DO-0012/3124,ลูกค้าต่างประเทศ,2027-01-08,ปากกาลูกลื่น,378,900461.72,2382.17,665016.82,1759.3,26.15,PKG : แพ็ค,
2026-03-21,2026-03-21,DO-0003/2769,ลูกค้าเงินสด,2026-10-12,003 / เครื่องฟอกอากาศ,266,490587.74,1844.31,398995.05,1499.98,18.67,G : กรัม,
2026-03-22,2026-03-22,DO-0003/3236,ลูกค้าต่างประเทศ,2027-01-12,ดินสอ,913,4414312.31,4834.95,3329495.43,3646.76,24.57,PKG : แพ็ค,
2026-03-23,2026-03-23,DO-0008/9699,ลูกค้าต่างประเทศ,2027-02-27,ปากกาลูกลื่น,479,480585.33,1003.31,318444.7,664.81,33.74,PKG : แพ็ค,
2026-03-24,2026-03-24,DO-0006/2388,ลูกค้าต่างประเทศ,2026-11-22,ยางลบ,828,2888404.77,3488.41,2509575.76,3030.89,13.12,UNIT : ขวด,
2026-03-25,2026-03-25,DO-0005/7557,ลูกค้าเงินสด,2026-06-13,สมุดโน้ต,787,3448629.82,4381.99,2329570.17,2960.06,32.45,PKG : แพ็ค,
2026-03-26,2026-03-26,DO-0001/7069,ลูกค้าเงินสด,2026-12-19,003 / เครื่องฟอกอากาศ,418,1965113.1,4701.23,1701627.38,4070.88,13.41,G : กรัม,
2026-03-27,2026-03-27,DO-0006/6948,ลูกค้าต่างประเทศ,2027-02-16,สมุดโน้ต,372,670797.93,1803.22,520711.32,1399.76,22.37,G : กรัม,
2026-03-28,2026-03-28,DO-0011/5932,ลูกค้าสัญญา,2026-10-10,ปากกาลูกลื่น,908,4217819.59,4645.18,2608456.85,2872.75,38.16,PKG : แพ็ค,
2026-03-29,2026-03-29,DO-0004/8306,ลูกค้าเงินสด,2026-10-30,003 / เครื่องฟอกอากาศ,828,1840661.14,2223.02,1545021.06,1865.97,16.06,UNIT : ขวด,
2026-03-30,2026-03-30,DO-0007/9060,ลูกค้าสัญญา,2026-07-27,ดินสอ,558,2108275.83,3778.27,1877350.08,3364.43,10.95,UNIT : ขวด,
2026-03-31,2026-03-31,DO-0005/0711,ลูกค้าต่างประเทศ,2027-01-28,สมุดโน้ต,567,567357.89,1000.63,421885.62,744.07,25.64,UNIT : ขวด,
2026-04-01,2026-04-01,DO-0005/6623,ลูกค้าต่างประเทศ,2026-07-16,ปากกาลูกลื่น,705,918132.97,1302.32,798771.26,1133.01,13.0,PKG : แพ็ค,
2026-04-02,2026-04-02,DO-0002/1506,ลูกค้าต่างประเทศ,2026-07-08,ปากกาลูกลื่น,801,1998466.82,2494.96,1490443.67,1860.73,25.42,G : กรัม,
2026-04-03,2026-04-03,DO-0004/8683,ลูกค้าสัญญา,2027-01-24,ดินสอ,278,877191.15,3155.36,593627.05,2135.35,32.33,UNIT : ขวด,
2026-04-04,2026-04-04,DO-0009/7139,ลูกค้าเงินสด,2027-01-08,ปากกาลูกลื่น,776,3803055.26,4900.84,2581500.36,3326.68,32.12,G : กรัม,
2026-04-05,2026-04-05,DO-0007/1266,ลูกค้าเงินสด,2027-02-27,สมุดโน้ต,411,211114.81,513.66,179891.85,437.69,14.79,PKG : แพ็ค,
2026-04-06,2026-04-06,DO-0010/9272,ลูกค้าเงินสด,2026-04-11,ยางลบ,927,2479897.41,2675.19,1851310.54,1997.1,25.35,G : กรัม,
2026-04-07,2026-04-07,DO-0007/7991,ลูกค้าสัญญา,2027-03-06,ดินสอ,329,320580.97,974.41,237857.89,722.97,25.8,PKG : แพ็ค,
2026-04-08,2026-04-08,DO-0005/7302,ลูกค้าต่างประเทศ,2026-06-23,ปากกาลูกลื่น,787,2274039.38,2889.5,1594309.33,2025.81,29.89,PKG : แพ็ค,
2026-04-09,2026-04-09,DO-0002/9547,ลูกค้าเงินสด,2026-08-28,ยางลบ,892,1759656.85,1972.71,1378784.79,1545.72,21.64,PKG : แพ็ค,
2026-04-10,2026-04-10,DO-0004/2809,ลูกค้าเงินสด,2026-05-19,ปากกาลูกลื่น,447,1416975.15,3169.97,1197923.31,2679.92,15.46,UNIT : ขวด,
2026-04-11,2026-04-11,DO-0012/6837,ลูกค้าต่างประเทศ,2026-04-25,ดินสอ,265,1318373.63,4974.99,841293.97,3174.69,36.19,G : กรัม,
2026-04-12,2026-04-12,DO-0011/0286,ลูกค้าสัญญา,2026-12-06,สมุดโน้ต,360,1258124.5,3494.79,832529.69,2312.58,33.83,G : กรัม,
2026-04-13,2026-04-13,DO-0009/8629,ลูกค้าต่างประเทศ,2026-06-02,ปากกาลูกลื่น,65,227984.46,3507.45,193098.61,2970.75,15.3,UNIT : ขวด,
2026-04-14,2026-04-14,DO-0002/8325,ลูกค้าต่างประเทศ,2026-08-23,ปากกาลูกลื่น,219,819786.17,3743.32,655663.58,2993.9,20.02,G : กรัม,
2026-04-15,2026-04-15,DO-0009/5726,ลูกค้าเงินสด,2026-08-27,ดินสอ,551,2019880.98,3665.85,1693066.76,3072.72,16.18,UNIT : ขวด,
2026-04-16,2026-04-16,DO-0009/6256,ลูกค้าต่างประเทศ,2027-03-04,ยางลบ,73,278151.69,3810.3,180419.45,2471.5,35.14,G : กรัม,
2026-04-17,2026-04-17,DO-0007/5751,ลูกค้าสัญญา,2026-04-21,ดินสอ,367,1465130.65,3992.18,967100.94,2635.15,33.99,G : กรัม,
2026-04-18,2026-04-18,DO-0002/9229,ลูกค้าเงินสด,2026-08-09,ยางลบ,172,453871.78,2638.79,385238.04,2239.76,15.12,G : กรัม,
2026-04-19,2026-04-19,DO-0002/9090,ลูกค้าสัญญา,2026-05-05,ยางลบ,90,74611.47,829.02,47152.86,523.92,36.8,PKG : แพ็ค,
2026-04-20,2026-04-20,DO-0003/1625,ลูกค้าต่างประเทศ,2026-05-19,สมุดโน้ต,538,1492212.73,2773.63,1060643.37,1971.46,28.92,UNIT : ขวด,
2026-04-21,2026-04-21,DO-0012/6904,ลูกค้าสัญญา,2026-12-24,ปากกาลูกลื่น,343,1700595.73,4958.01,1529600.51,4459.48,10.06,G : กรัม,
2026-04-22,2026-04-22,DO-0005/0531,ลูกค้าสัญญา,2026-12-07,สมุดโน้ต,979,1428789.12,1459.44,961407.84,982.03,32.71,UNIT : ขวด,
2026-04-23,2026-04-23,DO-0007/1830,ลูกค้าสัญญา,2027-01-20,ปากกาลูกลื่น,239,1076806.24,4505.47,833382.19,3486.95,22.61,PKG : แพ็ค,
2026-04-24,2026-04-24,DO-0001/8250,ลูกค้าเงินสด,2027-02-12,ปากกาลูกลื่น,219,8435.18,38.52,7281.11,33.25,13.68,UNIT : ขวด,
2026-04-25,2026-04-25,DO-0011/0839,ลูกค้าสัญญา,2026-11-25,ยางลบ,828,1189793.8,1436.95,939027.91,1134.09,21.08,PKG : แพ็ค,
2026-04-26,2026-04-26,DO-0011/8795,ลูกค้าต่างประเทศ,2026-05-05,สมุดโน้ต,577,2872866.03,4978.97,2580191.83,4471.74,10.19,G : กรัม,
2026-04-27,2026-04-27,DO-0007/3940,ลูกค้าเงินสด,2027-02-03,ปากกาลูกลื่น,802,3401107.41,4240.78,2211763.98,2757.81,34.97,G : กรัม,
2026-04-28,2026-04-28,DO-0004/3365,ลูกค้าต่างประเทศ,2026-08-14,ปากกาลูกลื่น,329,969681.4,2947.36,761124.4,2313.45,21.51,UNIT : ขวด,
2026-04-29,2026-04-29,DO-0003/6907,ลูกค้าต่างประเทศ,2026-07-25,ดินสอ,262,212016.77,809.22,162540.28,620.38,23.34,UNIT : ขวด,
2026-04-30,2026-04-30,DO-0002/9031,ลูกค้าเงินสด,2027-04-25,สมุดโน้ต,67,70572.11,1053.32,50021.44,746.59,29.12,G : กรัม,
2026-05-01,2026-05-01,DO-0006/5127,ลูกค้าต่างประเทศ,2026-10-21,สมุดโน้ต,488,67130.01,137.56,60313.98,123.59,10.15,UNIT : ขวด,
2026-05-02,2026-05-02,DO-0010/1386,ลูกค้าสัญญา,2026-06-27,ยางลบ,625,2786979.65,4459.17,2056811.15,3290.9,26.2,UNIT : ขวด,
2026-05-03,2026-05-03,DO-0005/0577,ลูกค้าต่างประเทศ,2027-04-07,ปากกาลูกลื่น,164,281104.98,1714.05,222679.33,1357.8,20.78,G : กรัม,
2026-05-04,2026-05-04,DO-0011/7337,ลูกค้าต่างประเทศ,2026-11-25,ปากกาลูกลื่น,165,22616.67,137.07,20009.32,121.27,11.53,PKG : แพ็ค,
2026-05-05,2026-05-05,DO-0007/2176,ลูกค้าต่างประเทศ,2027-04-13,003 / เครื่องฟอกอากาศ,12,53316.15,4443.01,47980.49,3998.37,10.01,G : กรัม,
2026-05-06,2026-05-06,DO-0012/2011,ลูกค้าสัญญา,2026-12-27,ยางลบ,449,2236507.1,4981.08,1741262.06,3878.09,22.14,PKG : แพ็ค,
2026-05-07,2026-05-07,DO-0003/9904,ลูกค้าสัญญา,2026-06-03,003 / เครื่องฟอกอากาศ,834,1343035.84,1610.35,1087855.33,1304.38,19.0,UNIT : ขวด,
2026-05-08,2026-05-08,DO-0011/2264,ลูกค้าต่างประเทศ,2026-06-04,ยางลบ,16,38990.27,2436.89,24328.96,1520.56,37.6,PKG : แพ็ค,
2026-05-09,2026-05-09,DO-0007/1818,ลูกค้าเงินสด,2026-10-26,ปากกาลูกลื่น,446,1757314.82,3940.17,1381044.9,3096.51,21.41,PKG : แพ็ค,
2026-05-10,2026-05-10,DO-0009/3851,ลูกค้าเงินสด,2026-05-11,สมุดโน้ต,768,1965071.51,2558.69,1684550.9,2193.43,14.28,G : กรัม,
2026-05-11,2026-05-11,DO-0004/9072,ลูกค้าสัญญา,2026-06-15,สมุดโน้ต,627,2502288.22,3990.89,1996028.91,3183.46,20.23,UNIT : ขวด,
2026-05-12,2026-05-12,DO-0006/5486,ลูกค้าเงินสด,2026-08-12,003 / เครื่องฟอกอากาศ,219,626300.82,2859.82,408386.15,1864.78,34.79,UNIT : ขวด,
2026-05-13,2026-05-13,DO-0010/7183,ลูกค้าต่างประเทศ,2026-12-12,003 / เครื่องฟอกอากาศ,814,2316609.94,2845.96,1546129.04,1899.42,33.26,UNIT : ขวด,
2026-05-14,2026-05-14,DO-0003/5678,ลูกค้าเงินสด,2026-11-10,ยางลบ,796,1905094.07,2393.33,1641538.12,2062.23,13.83,G : กรัม,
2026-05-15,2026-05-15,DO-0001/3750,ลูกค้าเงินสด,2027-02-25,ยางลบ,392,215499.8,549.74,163146.75,416.19,24.29,PKG : แพ็ค,
2026-05-16,2026-05-16,DO-0009/4229,ลูกค้าเงินสด,2027-01-12,ดินสอ,756,735520.08,972.91,531249.75,702.71,27.77,G : กรัม,
2026-05-17,2026-05-17,DO-0011/0139,ลูกค้าเงินสด,2026-07-17,สมุดโน้ต,547,1016647.99,1858.59,660822.62,1208.09,35.0,G : กรัม,
2026-05-18,2026-05-18,DO-0012/0761,ลูกค้าเงินสด,2026-11-15,สมุดโน้ต,319,683317.26,2142.06,479849.96,1504.23,29.78,PKG : แพ็ค,
2026-05-19,2026-05-19,DO-0006/1254,ลูกค้าต่างประเทศ,2027-03-31,ปากกาลูกลื่น,687,2904181.14,4227.34,2510865.8,3654.83,13.54,UNIT : ขวด,
2026-05-20,2026-05-20,DO-0006/0038,ลูกค้าสัญญา,2027-01-05,ปากกาลูกลื่น,353,227840.22,645.44,200943.19,569.24,11.81,PKG : แพ็ค,
2026-05-21,2026-05-21,DO-0002/7400,ลูกค้าเงินสด,2027-04-17,สมุดโน้ต,813,3404061.1,4187.04,2211905.16,2720.67,35.02,G : กรัม,
2026-05-22,2026-05-22,DO-0005/0522,ลูกค้าสัญญา,2026-10-02,ปากกาลูกลื่น,189,664057.54,3513.53,588302.93,3112.71,11.41,G : กรัม,
2026-05-23,2026-05-23,DO-0007/8457,ลูกค้าเงินสด,2026-10-05,ปากกาลูกลื่น,986,4299928.47,4360.98,3349326.02,3396.88,22.11,G : กรัม,
2026-05-24,2026-05-24,DO-0006/3492,ลูกค้าเงินสด,2026-07-20,ดินสอ,179,98089.65,547.99,78477.4,438.42,19.99,PKG : แพ็ค,
2026-05-25,2026-05-25,DO-0009/7323,ลูกค้าต่างประเทศ,2026-09-04,ดินสอ,301,1202710.98,3995.72,985239.79,3273.22,18.08,G : กรัม,
2026-05-26,2026-05-26,DO-0006/3715,ลูกค้าต่างประเทศ,2026-09-30,003 / เครื่องฟอกอากาศ,863,2984521.57,3458.31,2499933.98,2896.79,16.24,G : กรัม,
2026-05-27,2026-05-27,DO-0008/2348,ลูกค้าเงินสด,2026-05-30,ดินสอ,401,1998007.7,4982.56,1377132.8,3434.25,31.07,G : กรัม,
2026-05-28,2026-05-28,DO-0009/4542,ลูกค้าสัญญา,2026-06-29,สมุดโน้ต,746,2329912.79,3123.21,1401226.36,1878.32,39.86,PKG : แพ็ค,
2026-05-29,2026-05-29,DO-0010/3903,ลูกค้าเงินสด,2027-02-10,003 / เครื่องฟอกอากาศ,414,1086626.83,2624.7,929773.16,2245.83,14.43,PKG : แพ็ค,
2026-05-30,2026-05-30,DO-0003/9935,ลูกค้าเงินสด,2026-11-26,ยางลบ,519,2444602.98,4710.22,2082392.75,4012.32,14.82,G : กรัม,
2026-05-31,2026-05-31,DO-0002/5369,ลูกค้าสัญญา,2026-09-03,ปากกาลูกลื่น,224,8325.34,37.17,6653.46,29.7,20.08,PKG : แพ็ค,
2026-06-01,2026-06-01,DO-0010/8929,ลูกค้าเงินสด,2026-08-15,ปากกาลูกลื่น,884,4105692.45,4644.45,2832738.96,3204.46,31.0,UNIT : ขวด,
2026-06-02,2026-06-02,DO-0002/4974,ลูกค้าสัญญา,2027-05-16,ดินสอ,571,245114.67,429.27,180454.71,316.03,26.38,UNIT : ขวด,
2026-06-03,2026-06-03,DO-0012/1537,ลูกค้าต่างประเทศ,2026-08-03,สมุดโน้ต,720,1158847.76,1609.51,1034674.27,1437.05,10.72,G : กรัม,
2026-06-04,2026-06-04,DO-0010/3927,ลูกค้าสัญญา,2027-02-20,ดินสอ,844,4092296.68,4848.69,3602640.17,4268.53,11.97,UNIT : ขวด,
2026-06-05,2026-06-05,DO-0011/4688,ลูกค้าเงินสด,2026-07-07,สมุดโน้ต,795,206016.89,259.14,161497.16,203.14,21.61,UNIT : ขวด,
2026-06-06,2026-06-06,DO-0011/4061,ลูกค้าต่างประเทศ,2027-05-20,ปากกาลูกลื่น,616,1940010.27,3149.37,1635231.57,2654.6,15.71,G : กรัม,
2026-06-07,2026-06-07,DO-0010/2769,ลูกค้าต่างประเทศ,2027-03-19,ดินสอ,655,2952520.66,4507.67,2491759.09,3804.21,15.61,PKG : แพ็ค,
2026-06-08,2026-06-08,DO-0006/4086,ลูกค้าเงินสด,2027-02-06,ยางลบ,600,860373.24,1433.96,664603.61,1107.67,22.75,UNIT : ขวด,
2026-06-09,2026-06-09,DO-0002/9900,ลูกค้าต่างประเทศ,2026-11-27,003 / เครื่องฟอกอากาศ,291,826878.35,2841.51,612705.73,2105.52,25.9,UNIT : ขวด,
2026-06-10,2026-06-10,DO-0007/4560,ลูกค้าเงินสด,2027-04-06,สมุดโน้ต,851,998590.07,1173.43,769904.06,904.71,22.9,G : กรัม,
2026-06-11,2026-06-11,DO-0006/0997,ลูกค้าต่างประเทศ,2026-11-05,ยางลบ,206,252223.46,1224.39,195262.12,947.87,22.58,UNIT : ขวด,
2026-06-12,2026-06-12,DO-0005/4854,ลูกค้าต่างประเทศ,2027-03-28,ยางลบ,984,2759153.41,2804.02,2437024.6,2476.65,11.67,PKG : แพ็ค,
2026-06-13,2026-06-13,DO-0009/6397,ลูกค้าต่างประเทศ,2026-07-26,ดินสอ,211,470229.58,2228.58,366493.17,1736.93,22.06,G : กรัม,
2026-06-14,2026-06-14,DO-0001/5371,ลูกค้าเงินสด,2026-08-19,ดินสอ,548,1082984.93,1976.25,655995.39,1197.07,39.43,UNIT : ขวด,
2026-06-15,2026-06-15,DO-0004/2650,ลูกค้าเงินสด,2027-05-06,ดินสอ,351,300260.88,855.44,236096.66,672.64,21.37,PKG : แพ็ค,
2026-06-16,2026-06-16,DO-0003/5119,ลูกค้าต่างประเทศ,2027-04-01,003 / เครื่องฟอกอากาศ,639,775885.3,1214.22,564917.1,884.06,27.19,G : กรัม,
2026-06-17,2026-06-17,DO-0010/7363,ลูกค้าสัญญา,2026-08-02,ยางลบ,45,70923.15,1576.07,48446.91,1076.6,31.69,G : กรัม,
2026-06-18,2026-06-18,DO-0007/0816,ลูกค้าเงินสด,2027-01-19,ยางลบ,603,824653.61,1367.58,589000.67,976.78,28.58,G : กรัม,
2026-06-19,2026-06-19,DO-0012/1329,ลูกค้าเงินสด,2027-02-24,ปากกาลูกลื่น,827,1896072.67,2292.71,1378169.43,1666.47,27.31,UNIT : ขวด,
2026-06-20,2026-06-20,DO-0009/6995,ลูกค้าเงินสด,2027-03-05,003 / เครื่องฟอกอากาศ,252,771225.59,3060.42,678930.66,2694.17,11.97,G : กรัม,
2026-06-21,2026-06-21,DO-0004/2550,ลูกค้าต่างประเทศ,2026-11-17,003 / เครื่องฟอกอากาศ,720,1892367.92,2628.29,1564125.79,2172.4,17.35,PKG : แพ็ค,
2026-06-22,2026-06-22,DO-0007/0345,ลูกค้าต่างประเทศ,2026-08-19,ปากกาลูกลื่น,747,1335623.5,1787.98,819050.15,1096.45,38.68,G : กรัม,
2026-06-23,2026-06-23,DO-0008/8126,ลูกค้าสัญญา,2026-12-31,ปากกาลูกลื่น,784,1354390.61,1727.54,1148873.48,1465.4,15.17,G : กรัม,
2026-06-24,2026-06-24,DO-0011/1043,ลูกค้าสัญญา,2027-06-02,ปากกาลูกลื่น,416,466356.05,1121.05,280749.32,674.88,39.8,PKG : แพ็ค,
2026-06-25,2026-06-25,DO-0007/6047,ลูกค้าเงินสด,2027-01-16,ดินสอ,643,3047364.25,4739.29,2280608.28,3546.82,25.16,PKG : แพ็ค,
2026-06-26,2026-06-26,DO-0011/4837,ลูกค้าเงินสด,2026-10-21,ปากกาลูกลื่น,170,745616.17,4385.98,494119.64,2906.59,33.73,PKG : แพ็ค,
2026-06-27,2026-06-27,DO-0005/9064,ลูกค้าต่างประเทศ,2026-12-08,ปากกาลูกลื่น,200,77446.9,387.23,59955.99,299.78,22.58,G : กรัม,
2026-06-28,2026-06-28,DO-0008/3203,ลูกค้าเงินสด,2027-04-09,สมุดโน้ต,174,323024.35,1856.46,220842.58,1269.21,31.63,UNIT : ขวด,
2026-06-29,2026-06-29,DO-0002/8169,ลูกค้าสัญญา,2027-06-27,003 / เครื่องฟอกอากาศ,2,8725.48,4362.74,7054.78,3527.39,19.15,G : กรัม,
2026-06-30,2026-06-30,DO-0001/3961,ลูกค้าต่างประเทศ,2027-05-03,ยางลบ,394,1575328.5,3998.3,1061547.34,2694.28,32.61,G : กรัม,
2026-07-01,2026-07-01,DO-0010/4888,ลูกค้าเงินสด,2026-07-11,ปากกาลูกลื่น,587,392864.19,669.27,290865.18,495.51,25.96,UNIT : ขวด,
2026-07-02,2026-07-02,DO-0001/4614,ลูกค้าต่างประเทศ,2027-05-23,ปากกาลูกลื่น,234,457348.88,1954.48,298565.76,1275.92,34.72,G : กรัม,
2026-07-03,2026-07-03,DO-0006/4516,ลูกค้าสัญญา,2027-01-09,ยางลบ,225,788439.7,3504.18,598830.19,2661.47,24.05,G : กรัม,
2026-07-04,2026-07-04,DO-0009/9925,ลูกค้าสัญญา,2027-06-09,ยางลบ,264,952559.52,3608.18,772702.83,2926.9,18.88,PKG : แพ็ค,
2026-07-05,2026-07-05,DO-0011/6924,ลูกค้าสัญญา,2027-02-16,ปากกาลูกลื่น,955,1256271.4,1315.47,845709.56,885.56,32.68,G : กรัม,
2026-07-06,2026-07-06,DO-0004/3654,ลูกค้าต่างประเทศ,2027-05-30,ปากกาลูกลื่น,528,1958589.84,3709.45,1751933.18,3318.06,10.55,G : กรัม,
2026-07-07,2026-07-07,DO-0009/8374,ลูกค้าเงินสด,2027-05-10,ดินสอ,84,142636.04,1698.05,128227.8,1526.52,10.1,PKG : แพ็ค,
2026-07-08,2026-07-08,DO-0006/3109,ลูกค้าสัญญา,2026-11-11,ยางลบ,406,1015250.46,2500.62,720507.86,1774.65,29.03,UNIT : ขวด,
2026-07-09,2026-07-09,DO-0011/4987,ลูกค้าเงินสด,2027-06-23,ดินสอ,156,387762.5,2485.66,332354.9,2130.48,14.29,G : กรัม,
2026-07-10,2026-07-10,DO-0006/7035,ลูกค้าต่างประเทศ,2027-06-18,003 / เครื่องฟอกอากาศ,169,696933.53,4123.87,533762.52,3158.36,23.41,PKG : แพ็ค,
2026-07-11,2026-07-11,DO-0009/6694,ลูกค้าต่างประเทศ,2027-06-25,ดินสอ,137,15690.47,114.53,13242.2,96.66,15.6,PKG : แพ็ค,
2026-07-12,2026-07-12,DO-0007/1816,ลูกค้าสัญญา,2026-12-17,ยางลบ,468,1225650.77,2618.91,910236.3,1944.95,25.73,G : กรัม,
2026-07-13,2026-07-13,DO-0004/1509,ลูกค้าสัญญา,2026-08-10,ยางลบ,389,890011.56,2287.95,635165.34,1632.82,28.63,G : กรัม,
2026-07-14,2026-07-14,DO-0003/8233,ลูกค้าต่างประเทศ,2027-03-22,ดินสอ,940,4262869.85,4534.97,3344985.48,3558.5,21.53,UNIT : ขวด,
2026-07-15,2026-07-15,DO-0007/1881,ลูกค้าต่างประเทศ,2026-11-22,ดินสอ,130,522218.51,4017.07,348259.36,2678.92,33.31,UNIT : ขวด,
2026-07-16,2026-07-16,DO-0012/8213,ลูกค้าเงินสด,2027-04-20,ดินสอ,119,9483.46,79.69,8001.69,67.24,15.62,UNIT : ขวด,
2026-07-17,2026-07-17,DO-0002/5554,ลูกค้าต่างประเทศ,2027-03-12,003 / เครื่องฟอกอากาศ,186,370109.01,1989.83,268970.42,1446.08,27.33,UNIT : ขวด,
2026-07-18,2026-07-18,DO-0007/9486,ลูกค้าสัญญา,2026-11-19,003 / เครื่องฟอกอากาศ,811,3907307.83,4817.89,3351562.84,4132.63,14.22,UNIT : ขวด,
2026-07-19,2026-07-19,DO-0010/6963,ลูกค้าต่างประเทศ,2027-03-27,ปากกาลูกลื่น,340,231526.15,680.96,155001.86,455.89,33.05,UNIT : ขวด,
2026-07-20,2026-07-20,DO-0009/7237,ลูกค้าเงินสด,2027-03-17,สมุดโน้ต,391,994343.58,2543.08,737846.19,1887.07,25.8,UNIT : ขวด,
2026-07-21,2026-07-21,DO-0003/5741,ลูกค้าสัญญา,2026-09-03,ดินสอ,982,2997557.26,3052.5,2641083.43,2689.49,11.89,UNIT : ขวด,
2026-07-22,2026-07-22,DO-0002/4243,ลูกค้าสัญญา,2027-02-06,ปากกาลูกลื่น,426,657164.09,1542.64,476186.46,1117.81,27.54,UNIT : ขวด,
2026-07-23,2026-07-23,DO-0001/2515,ลูกค้าต่างประเทศ,2026-09-14,003 / เครื่องฟอกอากาศ,946,1115497.04,1179.17,906282.21,958.02,18.76,G : กรัม,
2026-07-24,2026-07-24,DO-0012/7836,ลูกค้าต่างประเทศ,2027-03-06,ปากกาลูกลื่น,821,3890342.85,4738.54,2382783.69,2902.29,38.75,G : กรัม,
2026-07-25,2026-07-25,DO-0008/3116,ลูกค้าเงินสด,2027-05-11,ยางลบ,755,584407.46,774.05,418006.56,553.65,28.47,UNIT : ขวด,
2026-07-26,2026-07-26,DO-0001/8211,ลูกค้าต่างประเทศ,2027-01-31,003 / เครื่องฟอกอากาศ,254,23822.67,93.79,15870.78,62.48,33.38,UNIT : ขวด,
2026-07-27,2026-07-27,DO-0006/5494,ลูกค้าเงินสด,2026-07-28,ปากกาลูกลื่น,983,4131607.93,4203.06,3540389.15,3601.62,14.31,UNIT : ขวด,
2026-07-28,2026-07-28,DO-0011/2371,ลูกค้าสัญญา,2027-03-29,ดินสอ,971,1250731.55,1288.09,1038397.99,1069.41,16.98,G : กรัม,
2026-07-29,2026-07-29,DO-0002/5080,ลูกค้าเงินสด,2026-08-07,ดินสอ,509,350053.77,687.73,292247.29,574.16,16.51,UNIT : ขวด,
2026-07-30,2026-07-30,DO-0005/9602,ลูกค้าสัญญา,2027-01-30,003 / เครื่องฟอกอากาศ,750,2302196.99,3069.6,1544044.14,2058.73,32.93,G : กรัม,
2026-07-31,2026-07-31,DO-0011/5218,ลูกค้าต่างประเทศ,2026-10-21,003 / เครื่องฟอกอากาศ,533,2601220.92,4880.34,1600159.19,3002.17,38.48,G : กรัม,
2026-08-01,2026-08-01,DO-0012/0306,ลูกค้าเงินสด,2027-07-29,003 / เครื่องฟอกอากาศ,568,2425064.59,4269.48,1597603.44,2812.68,34.12,G : กรัม,
2026-08-02,2026-08-02,DO-0006/2438,ลูกค้าเงินสด,2026-10-11,ดินสอ,31,70276.89,2267.0,57852.7,1866.22,17.68,UNIT : ขวด,
2026-08-03,2026-08-03,DO-0001/8070,ลูกค้าเงินสด,2026-10-20,ยางลบ,592,1639585.03,2769.57,1367925.49,2310.68,16.57,UNIT : ขวด,
2026-08-04,2026-08-04,DO-0001/0479,ลูกค้าสัญญา,2026-12-31,ยางลบ,46,154476.1,3358.18,104590.76,2273.71,32.29,PKG : แพ็ค,
2026-08-05,2026-08-05,DO-0002/6525,ลูกค้าสัญญา,2027-01-15,สมุดโน้ต,301,47690.62,158.44,31774.14,105.56,33.37,G : กรัม,
2026-08-06,2026-08-06,DO-0012/0997,ลูกค้าต่างประเทศ,2027-07-09,003 / เครื่องฟอกอากาศ,857,2357181.53,2750.5,2087241.0,2435.52,11.45,G : กรัม,
2026-08-07,2026-08-07,DO-0009/1188,ลูกค้าเงินสด,2027-04-01,003 / เครื่องฟอกอากาศ,693,2171451.69,3133.41,1362109.82,1965.53,37.27,G : กรัม,
