documentDate,Date,documentNo,billTName,dueDate,product,productQuantity,totalPrice,Price per unit,productCost,Cost per unit,grossProfit,unit,lotNo
2020-02-28,2020-02-28,DO-0007/6284,ลูกค้าเงินสด,2021-02-23,สินค้า_9,475,2113739.34,4449.98,1347368.72,2836.57,36.26,PKG : แพ็ค,
2020-02-28,2020-02-28,DO-0009/6098,ลูกค้าสัญญา,2020-07-15,สินค้า_5,55,76007.18,1381.95,55209.07,1003.8,27.36,PKG : แพ็ค,
2020-02-28,2020-02-28,DO-0001/6711,ลูกค้าสัญญา,2020-07-08,สินค้า_2,407,921860.08,2265.01,602475.02,1480.28,34.65,UNIT : ขวด,
2020-02-29,2020-02-29,DO-0002/1028,ลูกค้าเงินสด,2020-05-26,สินค้า_2,904,181973.28,201.3,149880.55,165.8,17.64,PKG : แพ็ค,
2020-02-29,2020-02-29,DO-0006/9031,ลูกค้าเงินสด,2020-04-19,สินค้า_8,135,289661.03,2145.64,248646.13,1841.82,14.16,G : กรัม,
2020-02-29,2020-02-29,DO-0005/1070,ลูกค้าต่างประเทศ,2021-02-11,สินค้า_1,332,1360559.81,4098.07,908862.21,2737.54,33.2,UNIT : ขวด,
2020-02-29,2020-02-29,DO-0011/9673,ลูกค้าสัญญา,2020-12-10,สินค้า_6,322,425827.67,1322.45,332233.67,1031.78,21.98,G : กรัม,
2020-02-29,2020-02-29,DO-0007/3699,ลูกค้าสัญญา,2020-07-10,สินค้า_8,296,55708.4,188.2,35052.25,118.42,37.08,G : กรัม,
2020-03-01,2020-03-01,DO-0006/5292,ลูกค้าเงินสด,2020-10-26,สินค้า_8,836,790131.57,945.13,580850.78,694.8,26.49,UNIT : ขวด,
2020-03-01,2020-03-01,DO-0004/2021,ลูกค้าต่างประเทศ,2020-05-26,สินค้า_7,139,55322.41,398.0,37184.61,267.52,32.79,PKG : แพ็ค,
2020-03-01,2020-03-01,DO-0003/2560,ลูกค้าเงินสด,2020-11-22,สินค้า_10,187,886615.17,4741.26,575232.33,3076.11,35.12,UNIT : ขวด,
2020-03-01,2020-03-01,DO-0008/3214,ลูกค้าต่างประเทศ,2020-12-07,สินค้า_9,348,547930.86,1574.51,346273.53,995.04,36.8,PKG : แพ็ค,
2020-03-01,2020-03-01,DO-0009/4753,ลูกค้าเงินสด,2020-12-16,สินค้า_5,141,279417.13,1981.68,198717.39,1409.34,28.88,PKG : แพ็ค,
2020-03-01,2020-03-01,DO-0003/9284,ลูกค้าเงินสด,2020-09-10,สินค้า_7,85,71333.69,839.22,48501.3,570.6,32.01,G : กรัม,
2020-03-02,2020-03-02,DO-0012/7177,ลูกค้าต่างประเทศ,2020-08-24,สินค้า_1,405,1824033.95,4503.79,1370599.62,3384.2,24.86,UNIT : ขวด,
2020-03-02,2020-03-02,DO-0007/6635,ลูกค้าเงินสด,2020-05-11,สินค้า_4,471,1230621.54,2612.78,750086.8,1592.54,39.05,UNIT : ขวด,
2020-03-02,2020-03-02,DO-0002/3854,ลูกค้าสัญญา,2020-11-05,สินค้า_4,519,1447015.04,2788.08,1189757.31,2292.4,17.78,PKG : แพ็ค,
2020-03-02,2020-03-02,DO-0010/7092,ลูกค้าสัญญา,2020-09-17,สินค้า_3,139,434436.66,3125.44,270727.54,1947.68,37.68,G : กรัม,
2020-03-02,2020-03-02,DO-0004/4763,ลูกค้าต่างประเทศ,2021-01-31,สินค้า_2,611,302116.44,494.46,214101.59,350.41,29.13,G : กรัม,
2020-03-03,2020-03-03,DO-0008/0327,ลูกค้าสัญญา,2020-10-31,สินค้า_1,126,313374.13,2487.1,190163.13,1509.23,39.32,UNIT : ขวด,
2020-03-03,2020-03-03,DO-0008/7060,ลูกค้าต่างประเทศ,2020-12-11,สินค้า_3,574,1196757.14,2084.94,849368.76,1479.74,29.03,UNIT : ขวด,
2020-03-03,2020-03-03,DO-0005/1430,ลูกค้าสัญญา,2021-02-15,สินค้า_3,238,1038087.44,4361.71,693795.86,2915.11,33.17,UNIT : ขวด,
2020-03-03,2020-03-03,DO-0002/3737,ลูกค้าเงินสด,2020-10-09,สินค้า_5,307,1469774.29,4787.54,967613.77,3151.84,34.17,UNIT : ขวด,
2020-03-03,2020-03-03,DO-0009/3134,ลูกค้าต่างประเทศ,2020-10-06,สินค้า_9,354,355627.42,1004.6,226414.38,639.59,36.33,UNIT : ขวด,
2020-03-04,2020-03-04,DO-0008/2639,ลูกค้าเงินสด,2021-01-17,สินค้า_4,195,530931.72,2722.73,378651.51,1941.8,28.68,G : กรัม,
2020-03-04,2020-03-04,DO-0007/3670,ลูกค้าเงินสด,2020-11-29,สินค้า_2,422,1169493.86,2771.31,855935.81,2028.28,26.81,PKG : แพ็ค,
2020-03-04,2020-03-04,DO-0004/6160,ลูกค้าเงินสด,2020-03-12,สินค้า_7,505,1437479.58,2846.49,1053917.97,2086.97,26.68,PKG : แพ็ค,
2020-03-04,2020-03-04,DO-0004/1607,ลูกค้าต่างประเทศ,2021-02-15,สินค้า_4,352,523555.39,1487.37,351630.33,998.95,32.84,PKG : แพ็ค,
2020-03-04,2020-03-04,DO-0011/5039,ลูกค้าเงินสด,2020-04-27,สินค้า_3,84,120030.29,1428.93,79513.94,946.59,33.76,PKG : แพ็ค,
2020-03-04,2020-03-04,DO-0007/6167,ลูกค้าเงินสด,2020-12-05,สินค้า_6,866,3651975.51,4217.06,2371862.61,2738.87,35.05,PKG : แพ็ค,
2020-03-05,2020-03-05,DO-0004/8694,ลูกค้าเงินสด,2020-07-05,สินค้า_9,994,385472.46,387.8,290687.71,292.44,24.59,G : กรัม,
2020-03-05,2020-03-05,DO-0010/9670,ลูกค้าสัญญา,2020-03-15,สินค้า_4,937,2266665.34,2419.07,1787169.96,1907.33,21.15,PKG : แพ็ค,
2020-03-05,2020-03-05,DO-0009/2671,ลูกค้าเงินสด,2020-12-03,สินค้า_1,679,3251613.66,4788.83,2187611.59,3221.81,32.72,PKG : แพ็ค,
2020-03-05,2020-03-05,DO-0008/6004,ลูกค้าต่างประเทศ,2020-08-27,สินค้า_1,751,3096312.9,4122.92,2174130.59,2894.98,29.78,G : กรัม,
2020-03-05,2020-03-05,DO-0002/4639,ลูกค้าสัญญา,2020-10-01,สินค้า_10,652,1968002.34,3018.41,1189016.43,1823.64,39.58,PKG : แพ็ค,
2020-03-06,2020-03-06,DO-0012/5767,ลูกค้าสัญญา,2020-10-13,สินค้า_9,446,1361183.34,3051.98,1144870.47,2566.97,15.89,PKG : แพ็ค,
2020-03-06,2020-03-06,DO-0001/5840,ลูกค้าต่างประเทศ,2020-05-13,สินค้า_5,250,261831.47,1047.33,227342.24,909.37,13.17,PKG : แพ็ค,
2020-03-06,2020-03-06,DO-0009/3098,ลูกค้าต่างประเทศ,2020-10-13,สินค้า_2,951,2892718.83,3041.77,2469188.94,2596.41,14.64,UNIT : ขวด,
2020-03-06,2020-03-06,DO-0009/4233,ลูกค้าเงินสด,2020-05-13,สินค้า_5,645,756254.93,1172.49,540747.63,838.37,28.5,G : กรัม,
2020-03-06,2020-03-06,DO-0012/8071,ลูกค้าต่างประเทศ,2021-02-07,สินค้า_3,32,89540.83,2798.15,56842.17,1776.32,36.52,G : กรัม,
2020-03-06,2020-03-06,DO-0005/7748,ลูกค้าเงินสด,2020-11-01,สินค้า_8,113,414087.17,3664.49,279428.2,2472.82,32.52,UNIT : ขวด,
2020-03-07,2020-03-07,DO-0009/3466,ลูกค้าต่างประเทศ,2020-04-21,สินค้า_2,543,691073.77,1272.7,420994.51,775.31,39.08,G : กรัม,
2020-03-07,2020-03-07,DO-0011/8133,ลูกค้าต่างประเทศ,2020-10-21,สินค้า_9,370,770549.67,2082.57,647514.15,1750.04,15.97,UNIT : ขวด,
2020-03-07,2020-03-07,DO-0012/6767,ลูกค้าเงินสด,2020-07-01,สินค้า_3,988,3195514.15,3234.33,2009779.92,2034.19,37.11,G : กรัม,
2020-03-07,2020-03-07,DO-0010/9937,ลูกค้าต่างประเทศ,2020-07-18,สินค้า_2,672,2435382.54,3624.08,1602967.4,2385.37,34.18,PKG : แพ็ค,
2020-03-07,2020-03-07,DO-0010/0842,ลูกค้าต่างประเทศ,2020-10-03,สินค้า_9,346,81948.43,236.85,57997.77,167.62,29.23,PKG : แพ็ค,
2020-03-08,2020-03-08,DO-0001/2784,ลูกค้าต่างประเทศ,2020-08-13,สินค้า_2,656,3224597.47,4915.54,2054409.83,3131.72,36.29,G : กรัม,
2020-03-08,2020-03-08,DO-0004/5161,ลูกค้าต่างประเทศ,2020-11-18,สินค้า_6,226,44766.13,198.08,38221.66,169.12,14.62,UNIT : ขวด,
2020-03-08,2020-03-08,DO-0009/3140,ลูกค้าเงินสด,2020-10-07,สินค้า_4,882,904428.11,1025.43,733236.37,831.33,18.93,G : กรัม,
2020-03-08,2020-03-08,DO-0011/3088,ลูกค้าต่างประเทศ,2021-01-09,สินค้า_7,385,1555416.27,4040.04,1015329.64,2637.22,34.72,UNIT : ขวด,
2020-03-08,2020-03-08,DO-0011/3888,ลูกค้าสัญญา,2020-09-14,สินค้า_5,368,543026.89,1475.62,427942.06,1162.89,21.19,PKG : แพ็ค,
2020-03-08,2020-03-08,DO-0003/6272,ลูกค้าเงินสด,2020-05-20,สินค้า_4,510,188601.37,369.81,166679.7,326.82,11.62,UNIT : ขวด,
2020-03-09,2020-03-09,DO-0010/1136,ลูกค้าสัญญา,2020-11-12,สินค้า_2,203,807126.75,3975.99,630596.27,3106.39,21.87,PKG : แพ็ค,
2020-03-09,2020-03-09,DO-0002/0375,ลูกค้าต่างประเทศ,2020-08-25,สินค้า_4,196,136974.85,698.85,89251.08,455.36,34.84,G : กรัม,
2020-03-09,2020-03-09,DO-0010/3896,ลูกค้าเงินสด,2020-12-25,สินค้า_9,918,398449.56,434.04,248615.61,270.82,37.6,PKG : แพ็ค,
2020-03-09,2020-03-09,DO-0008/7965,ลูกค้าต่างประเทศ,2020-08-19,สินค้า_5,907,823986.41,908.47,720903.5,794.82,12.51,PKG : แพ็ค,
2020-03-09,2020-03-09,DO-0006/5303,ลูกค้าเงินสด,2021-02-28,สินค้า_4,602,214475.33,356.27,154174.85,256.1,28.12,UNIT : ขวด,
2020-03-10,2020-03-10,DO-0003/0420,ลูกค้าต่างประเทศ,2020-12-10,สินค้า_3,852,4256753.84,4996.19,2885455.21,3386.68,32.21,G : กรัม,
2020-03-10,2020-03-10,DO-0007/6988,ลูกค้าสัญญา,2021-02-15,สินค้า_4,292,403858.54,1383.08,280973.99,962.24,30.43,PKG : แพ็ค,
2020-03-10,2020-03-10,DO-0003/3038,ลูกค้าต่างประเทศ,2021-02-11,สินค้า_3,145,309620.72,2135.32,198621.18,1369.8,35.85,PKG : แพ็ค,
2020-03-10,2020-03-10,DO-0004/4231,ลูกค้าต่างประเทศ,2020-04-14,สินค้า_4,716,3514344.83,4908.3,2183661.57,3049.81,37.86,UNIT : ขวด,
2020-03-10,2020-03-10,DO-0010/5922,ลูกค้าเงินสด,2020-05-07,สินค้า_8,458,1521565.38,3322.2,1187082.67,2591.88,21.98,UNIT : ขวด,
2020-03-10,2020-03-10,DO-0010/5245,ลูกค้าต่างประเทศ,2020-08-07,สินค้า_4,680,1588855.29,2336.55,1121313.92,1648.99,29.43,G : กรัม,
2020-03-11,2020-03-11,DO-0003/9148,ลูกค้าต่างประเทศ,2020-12-20,สินค้า_1,545,2721531.68,4993.64,1650650.06,3028.72,39.35,UNIT : ขวด,
2020-03-11,2020-03-11,DO-0010/6153,ลูกค้าต่างประเทศ,2020-10-31,สินค้า_4,978,248743.28,254.34,186784.88,190.99,24.91,UNIT : ขวด,
2020-03-11,2020-03-11,DO-0010/3548,ลูกค้าสัญญา,2021-03-06,สินค้า_4,570,423499.14,742.98,356523.25,625.48,15.81,UNIT : ขวด,
2020-03-11,2020-03-11,DO-0010/9858,ลูกค้าต่างประเทศ,2020-07-21,สินค้า_2,841,3981670.2,4734.45,2845382.14,3383.33,28.54,UNIT : ขวด,
2020-03-11,2020-03-11,DO-0004/1393,ลูกค้าต่างประเทศ,2020-04-17,สินค้า_10,419,1385383.61,3306.4,907622.33,2166.16,34.49,UNIT : ขวด,
2020-03-12,2020-03-12,DO-0006/7228,ลูกค้าต่างประเทศ,2020-07-09,สินค้า_7,980,1147003.0,1170.41,810812.03,827.36,29.31,PKG : แพ็ค,
2020-03-12,2020-03-12,DO-0008/0173,ลูกค้าสัญญา,2020-05-15,สินค้า_5,403,1759473.29,4365.94,1392672.4,3455.76,20.85,G : กรัม,
2020-03-12,2020-03-12,DO-0011/1146,ลูกค้าเงินสด,2020-10-22,สินค้า_7,482,1522893.1,3159.53,1355581.35,2812.41,10.99,G : กรัม,
2020-03-12,2020-03-12,DO-0001/5716,ลูกค้าต่างประเทศ,2020-05-31,สินค้า_8,402,532065.53,1323.55,346245.19,861.31,34.92,UNIT : ขวด,
2020-03-12,2020-03-12,DO-0005/8084,ลูกค้าสัญญา,2021-03-07,สินค้า_5,437,964963.99,2208.16,583807.07,1335.94,39.5,UNIT : ขวด,
2020-03-12,2020-03-12,DO-0006/1570,ลูกค้าสัญญา,2020-07-29,สินค้า_4,742,2645609.5,3565.51,2350487.27,3167.77,11.16,UNIT : ขวด,
2020-03-13,2020-03-13,DO-0001/9883,ลูกค้าเงินสด,2021-01-10,สินค้า_9,214,31087.62,145.27,25463.08,118.99,18.09,PKG : แพ็ค,
2020-03-13,2020-03-13,DO-0011/5918,ลูกค้าต่างประเทศ,2020-07-04,สินค้า_1,594,1594177.24,2683.8,1087714.85,1831.17,31.77,UNIT : ขวด,
2020-03-13,2020-03-13,DO-0010/9004,ลูกค้าสัญญา,2021-01-03,สินค้า_8,823,1124438.71,1366.27,727698.24,884.2,35.28,UNIT : ขวด,
2020-03-13,2020-03-13,DO-0012/6117,ลูกค้าเงินสด,2020-12-15,สินค้า_5,517,2473782.5,4784.88,1663815.6,3218.21,32.74,UNIT : ขวด,
2020-03-13,2020-03-13,DO-0011/3356,ลูกค้าต่างประเทศ,2020-03-21,สินค้า_3,199,280062.44,1407.35,206640.31,1038.39,26.22,G : กรัม,
2020-03-14,2020-03-14,DO-0005/4096,ลูกค้าสัญญา,2021-02-18,สินค้า_10,593,1622996.56,2736.93,987933.71,1665.99,39.13,G : กรัม,
2020-03-14,2020-03-14,DO-0008/0119,ลูกค้าเงินสด,2020-10-04,สินค้า_8,492,759595.7,1543.89,579888.08,1178.63,23.66,G : กรัม,
2020-03-14,2020-03-14,DO-0005/7071,ลูกค้าสัญญา,2020-04-15,สินค้า_7,848,3923156.43,4626.36,2724409.08,3212.75,30.56,UNIT : ขวด,
2020-03-14,2020-03-14,DO-0003/2156,ลูกค้าต่างประเทศ,2020-09-04,สินค้า_5,484,1540058.72,3181.94,945116.24,1952.72,38.63,UNIT : ขวด,
2020-03-14,2020-03-14,DO-0001/6075,ลูกค้าต่างประเทศ,2020-12-01,สินค้า_3,201,646803.44,3217.93,459214.36,2284.65,29.0,UNIT : ขวด,
2020-03-14,2020-03-14,DO-0003/3441,ลูกค้าสัญญา,2020-03-19,สินค้า_9,86,47186.73,548.68,38099.16,443.01,19.26,G : กรัม,
2020-03-15,2020-03-15,DO-0008/1315,ลูกค้าเงินสด,2020-06-26,สินค้า_9,967,4604582.9,4761.72,2940254.74,3040.59,36.15,UNIT : ขวด,
2020-03-15,2020-03-15,DO-0009/5314,ลูกค้าเงินสด,2020-12-13,สินค้า_5,464,276155.12,595.16,222129.74,478.73,19.56,UNIT : ขวด,
2020-03-15,2020-03-15,DO-0003/2583,ลูกค้าสัญญา,2020-06-18,สินค้า_9,12,15455.41,1287.95,12633.19,1052.77,18.26,G : กรัม,
2020-03-15,2020-03-15,DO-0007/4942,ลูกค้าเงินสด,2020-04-26,สินค้า_6,395,517840.46,1310.99,431410.55,1092.18,16.69,UNIT : ขวด,
2020-03-15,2020-03-15,DO-0009/5895,ลูกค้าต่างประเทศ,2021-03-03,สินค้า_7,219,728508.43,3326.52,621568.88,2838.21,14.68,UNIT : ขวด,
2020-03-16,2020-03-16,DO-0010/6921,ลูกค้าเงินสด,2021-01-28,สินค้า_2,696,3457145.33,4967.16,2437694.69,3502.43,29.49,G : กรัม,
2020-03-16,2020-03-16,DO-0004/3600,ลูกค้าต่างประเทศ,2020-09-13,สินค้า_7,392,59921.13,152.86,39783.59,101.49,33.61,G : กรัม,
2020-03-16,2020-03-16,DO-0007/1234,ลูกค้าสัญญา,2020-07-19,สินค้า_3,11,31595.53,2872.32,21865.27,1987.75,30.8,G : กรัม,
2020-03-16,2020-03-16,DO-0003/7355,ลูกค้าต่างประเทศ,2020-10-11,สินค้า_7,819,2984269.13,3643.8,1933373.01,2360.65,35.21,G : กรัม,
2020-03-16,2020-03-16,DO-0011/4189,ลูกค้าต่างประเทศ,2020-06-03,สินค้า_7,962,777063.71,807.76,623261.66,647.88,19.79,PKG : แพ็ค,
2020-03-16,2020-03-16,DO-0001/4528,ลูกค้าสัญญา,2020-05-26,สินค้า_6,368,1687402.57,4585.33,1192019.39,3239.18,29.36,G : กรัม,
2020-03-17,2020-03-17,DO-0003/9449,ลูกค้าเงินสด,2020-07-30,สินค้า_5,471,1593202.09,3382.59,985715.16,2092.81,38.13,UNIT : ขวด,
2020-03-17,2020-03-17,DO-0003/8923,ลูกค้าต่างประเทศ,2021-01-23,สินค้า_7,688,1672654.15,2431.18,1123246.14,1632.63,32.85,UNIT : ขวด,
2020-03-17,2020-03-17,DO-0005/7359,ลูกค้าเงินสด,2021-01-11,สินค้า_5,774,95827.76,123.81,79479.07,102.69,17.06,UNIT : ขวด,
2020-03-17,2020-03-17,DO-0008/1954,ลูกค้าสัญญา,2020-10-27,สินค้า_10,386,1439884.9,3730.27,894414.2,2317.14,37.88,UNIT : ขวด,
2020-03-17,2020-03-17,DO-0001/3936,ลูกค้าเงินสด,2021-03-11,สินค้า_7,48,127082.16,2647.55,92746.41,1932.22,27.02,G : กรัม,
2020-03-18,2020-03-18,DO-0010/5025,ลูกค้าสัญญา,2021-03-15,สินค้า_2,906,2040962.91,2252.72,1735794.43,1915.89,14.95,G : กรัม,
2020-03-18,2020-03-18,DO-0012/1376,ลูกค้าเงินสด,2020-08-21,สินค้า_5,438,1428269.86,3260.89,1254837.59,2864.93,12.14,G : กรัม,
2020-03-18,2020-03-18,DO-0009/2664,ลูกค้าต่างประเทศ,2021-03-14,สินค้า_7,744,2555970.86,3435.44,1838076.93,2470.53,28.09,G : กรัม,
2020-03-18,2020-03-18,DO-0004/4153,ลูกค้าเงินสด,2020-04-25,สินค้า_3,49,8223.14,167.82,6292.84,128.43,23.47,UNIT : ขวด,
2020-03-18,2020-03-18,DO-0005/1631,ลูกค้าต่างประเทศ,2020-12-20,สินค้า_1,968,4719934.28,4875.97,3510415.56,3626.46,25.63,G : กรัม,
2020-03-18,2020-03-18,DO-0006/4865,ลูกค้าต่างประเทศ,2021-01-25,สินค้า_7,609,262432.84,430.92,181484.02,298.0,30.85,G : กรัม,
2020-03-19,2020-03-19,DO-0012/9668,ลูกค้าสัญญา,2020-08-12,สินค้า_10,652,3132683.03,4804.73,2424310.65,3718.27,22.61,G : กรัม,
2020-03-19,2020-03-19,DO-0011/8680,ลูกค้าต่างประเทศ,2020-09-07,สินค้า_2,39,66501.33,1705.16,51181.99,1312.36,23.04,UNIT : ขวด,
2020-03-19,2020-03-19,DO-0001/9567,ลูกค้าเงินสด,2020-05-21,สินค้า_1,983,3959379.95,4027.85,2840666.21,2889.79,28.25,G : กรัม,
2020-03-19,2020-03-19,DO-0001/2432,ลูกค้าต่างประเทศ,2020-06-24,สินค้า_10,85,234563.4,2759.57,167365.72,1969.01,28.65,PKG : แพ็ค,
2020-03-19,2020-03-19,DO-0005/5824,ลูกค้าต่างประเทศ,2020-06-17,สินค้า_1,22,68527.68,3114.89,51768.81,2353.13,24.46,G : กรัม,
2020-03-20,2020-03-20,DO-0004/4260,ลูกค้าเงินสด,2020-08-17,สินค้า_9,718,3466724.2,4828.31,2967987.83,4133.69,14.39,G : กรัม,
2020-03-20,2020-03-20,DO-0002/3065,ลูกค้าเงินสด,2021-03-17,สินค้า_7,131,506029.95,3862.82,330716.37,2524.55,34.64,G : กรัม,
2020-03-20,2020-03-20,DO-0003/8407,ลูกค้าเงินสด,2020-10-08,สินค้า_4,981,1808448.27,1843.47,1374501.23,1401.12,24.0,G : กรัม,
2020-03-20,2020-03-20,DO-0010/6705,ลูกค้าเงินสด,2020-05-11,สินค้า_1,220,72027.84,327.4,52328.56,237.86,27.35,PKG : แพ็ค,
2020-03-20,2020-03-20,DO-0010/2509,ลูกค้าเงินสด,2021-03-04,สินค้า_2,266,1173346.18,4411.08,887905.01,3337.99,24.33,UNIT : ขวด,
2020-03-20,2020-03-20,DO-0003/6597,ลูกค้าสัญญา,2020-07-15,สินค้า_10,738,487913.17,661.13,378947.56,513.48,22.33,PKG : แพ็ค,
2020-03-21,2020-03-21,DO-0003/9163,ลูกค้าสัญญา,2020-10-18,สินค้า_5,13,64804.03,4984.93,40609.49,3123.81,37.33,G : กรัม,
2020-03-21,2020-03-21,DO-0001/8476,ลูกค้าสัญญา,2020-12-14,สินค้า_4,777,1945921.63,2504.4,1430405.24,1840.93,26.49,PKG : แพ็ค,
2020-03-21,2020-03-21,DO-0003/6036,ลูกค้าสัญญา,2020-07-10,สินค้า_5,949,3165542.96,3335.66,2709750.37,2855.37,14.4,G : กรัม,
2020-03-21,2020-03-21,DO-0008/0064,ลูกค้าเงินสด,2020-05-02,สินค้า_9,164,733763.57,4474.17,521595.3,3180.46,28.92,G : กรัม,
2020-03-21,2020-03-21,DO-0008/1123,ลูกค้าต่างประเทศ,2020-06-26,สินค้า_2,660,665067.63,1007.68,492702.89,746.52,25.92,PKG : แพ็ค,
2020-03-22,2020-03-22,DO-0011/5542,ลูกค้าเงินสด,2021-03-13,สินค้า_9,928,3584703.42,3862.83,2898279.8,3123.15,19.15,PKG : แพ็ค,
2020-03-22,2020-03-22,DO-0002/6161,ลูกค้าสัญญา,2020-04-08,สินค้า_1,995,619121.18,622.23,434387.75,436.57,29.84,UNIT : ขวด,
2020-03-22,2020-03-22,DO-0001/7224,ลูกค้าเงินสด,2021-02-13,สินค้า_3,44,178150.37,4048.87,144128.48,3275.65,19.1,UNIT : ขวด,
2020-03-22,2020-03-22,DO-0008/3775,ลูกค้าสัญญา,2020-12-20,สินค้า_6,41,64728.92,1578.75,40822.05,995.66,36.93,PKG : แพ็ค,
2020-03-22,2020-03-22,DO-0012/8706,ลูกค้าสัญญา,2020-09-17,สินค้า_8,426,1051937.94,2469.34,747809.2,1755.42,28.91,G : กรัม,
2020-03-22,2020-03-22,DO-0006/2662,ลูกค้าเงินสด,2020-10-23,สินค้า_6,383,1016867.11,2655.01,669426.97,1747.85,34.17,UNIT : ขวด,
2020-03-23,2020-03-23,DO-0009/6521,ลูกค้าต่างประเทศ,2020-09-13,สินค้า_10,359,1095013.96,3050.18,882550.46,2458.36,19.4,UNIT : ขวด,
2020-03-23,2020-03-23,DO-0002/8060,ลูกค้าสัญญา,2020-10-12,สินค้า_6,579,2190361.1,3783.01,1679722.35,2901.07,23.31,G : กรัม,
2020-03-23,2020-03-23,DO-0005/1505,ลูกค้าต่างประเทศ,2020-08-16,สินค้า_6,511,519071.75,1015.8,345730.4,676.58,33.39,G : กรัม,
2020-03-23,2020-03-23,DO-0008/3469,ลูกค้าเงินสด,2020-05-04,สินค้า_10,930,4226954.44,4545.11,3550348.08,3817.58,16.01,G : กรัม,
2020-03-23,2020-03-23,DO-0011/9326,ลูกค้าต่างประเทศ,2020-12-15,สินค้า_2,306,126875.39,414.63,87712.5,286.64,30.87,G : กรัม,
2020-03-24,2020-03-24,DO-0009/4939,ลูกค้าสัญญา,2020-12-04,สินค้า_2,592,1321054.94,2231.51,1115219.79,1883.82,15.58,G : กรัม,
2020-03-24,2020-03-24,DO-0002/7981,ลูกค้าต่างประเทศ,2020-05-16,สินค้า_8,617,585911.55,949.61,520118.06,842.98,11.23,UNIT : ขวด,
2020-03-24,2020-03-24,DO-0009/5010,ลูกค้าเงินสด,2021-01-09,สินค้า_10,989,1686069.5,1704.82,1173795.95,1186.85,30.38,UNIT : ขวด,
2020-03-24,2020-03-24,DO-0003/0155,ลูกค้าสัญญา,2020-10-31,สินค้า_6,610,2550938.15,4181.87,2238938.83,3670.39,12.23,G : กรัม,
2020-03-24,2020-03-24,DO-0008/7289,ลูกค้าสัญญา,2021-02-01,สินค้า_4,923,3420454.91,3705.8,2424528.58,2626.79,29.12,PKG : แพ็ค,
2020-03-25,2020-03-25,DO-0010/1525,ลูกค้าต่างประเทศ,2021-03-23,สินค้า_7,925,1681807.94,1818.17,1290086.79,1394.69,23.29,UNIT : ขวด,
2020-03-25,2020-03-25,DO-0003/1437,ลูกค้าต่างประเทศ,2020-12-06,สินค้า_8,351,1485737.77,4232.87,1238508.69,3528.51,16.64,PKG : แพ็ค,
2020-03-25,2020-03-25,DO-0007/0837,ลูกค้าต่างประเทศ,2020-06-28,สินค้า_3,960,3898457.85,4060.89,2605358.18,2713.91,33.17,G : กรัม,
2020-03-25,2020-03-25,DO-0005/3784,ลูกค้าสัญญา,2020-04-27,สินค้า_2,112,54181.13,483.76,40083.18,357.89,26.02,PKG : แพ็ค,
2020-03-25,2020-03-25,DO-0005/6025,ลูกค้าต่างประเทศ,2020-04-09,สินค้า_9,485,1165790.5,2403.69,888484.97,1831.93,23.79,G : กรัม,
2020-03-25,2020-03-25,DO-0001/8758,ลูกค้าเงินสด,2020-05-15,สินค้า_6,865,1907408.72,2205.1,1630280.56,1884.72,14.53,G : กรัม,
2020-03-26,2020-03-26,DO-0004/1776,ลูกค้าสัญญา,2020-12-02,สินค้า_6,435,931511.49,2141.41,751991.74,1728.72,19.27,G : กรัม,
2020-03-26,2020-03-26,DO-0010/1756,ลูกค้าสัญญา,2020-09-21,สินค้า_10,878,155847.02,177.5,134171.41,152.81,13.91,UNIT : ขวด,
2020-03-26,2020-03-26,DO-0008/1067,ลูกค้าสัญญา,2020-04-27,สินค้า_8,907,1913749.06,2109.98,1693249.63,1866.87,11.52,G : กรัม,
2020-03-26,2020-03-26,DO-0007/6653,ลูกค้าต่างประเทศ,2020-07-31,สินค้า_1,513,1727634.42,3367.71,1417154.58,2762.48,17.97,G : กรัม,
2020-03-26,2020-03-26,DO-0003/5384,ลูกค้าสัญญา,2020-04-14,สินค้า_4,948,2948379.47,3110.1,2539213.17,2678.49,13.88,UNIT : ขวด,
2020-03-27,2020-03-27,DO-0003/7516,ลูกค้าต่างประเทศ,2020-10-01,สินค้า_5,700,1217495.42,1739.28,1051320.7,1501.89,13.65,G : กรัม,
2020-03-27,2020-03-27,DO-0010/4140,ลูกค้าเงินสด,2020-05-24,สินค้า_8,966,220702.75,228.47,134415.58,139.15,39.1,G : กรัม,
2020-03-27,2020-03-27,DO-0004/6492,ลูกค้าสัญญา,2020-10-04,สินค้า_6,487,2022320.58,4152.61,1800219.03,3696.55,10.98,UNIT : ขวด,
2020-03-27,2020-03-27,DO-0009/1243,ลูกค้าสัญญา,2020-05-30,สินค้า_6,75,192029.55,2560.39,143720.43,1916.27,25.16,PKG : แพ็ค,
2020-03-27,2020-03-27,DO-0003/9625,ลูกค้าต่างประเทศ,2020-06-29,สินค้า_7,412,1237458.32,3003.54,810277.44,1966.69,34.52,G : กรัม,
2020-03-27,2020-03-27,DO-0009/7367,ลูกค้าเงินสด,2021-02-27,สินค้า_10,755,676383.54,895.87,465757.03,616.9,31.14,G : กรัม,
2020-03-28,2020-03-28,DO-0008/9613,ลูกค้าสัญญา,2020-04-11,สินค้า_6,237,266554.64,1124.7,180474.98,761.5,32.29,PKG : แพ็ค,
